SNo,Date,StartupName,IndustryVertical,SubVertical,InvestmentType,New,AmountInUSD
931,14/06/2016,Gobolt,Logistics,B2B Logistics provider,Seed Funding,,
932,14/06/2016,Jivox,Technology,Data Driven Advertising platform,Private Equity,,"6,000,000"
933,14/06/2016,Sminq,Consumer Internet,Queue management Mobile app,Seed Funding,,"1,000,000"
934,14/06/2016,CureJoy,Consumer Internet,Online Alternative health community platform,Private Equity,,"4,400,000"
935,15/06/2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Seed Funding,,"450,000"
936,15/06/2016,GrabOnRent,eCommerce,On-demand product rental marketplace,Private Equity,,
937,16/06/2016,Diro Labs,Consumer Internet,Contact Management Mobile App,Private Equity,,"450,000"
938,16/06/2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Private Equity,,"600,000"
939,16/06/2016,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Seed Funding,,
940,16/06/2016,Saavn,Consumer Internet,Web/Mobile Music Streaming service,Private Equity,,
941,16/06/2016,Voonik,eCommerce,Online Women’s Fashion Marketplace,Private Equity,,"20,000,000"
942,16/06/2016,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Seed Funding,,
943,17/06/2016,Cleartax,Consumer Internet,Online Tax Filing Platform,Private Equity,,"12,000,000"
944,17/06/2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Private Equity,,"900,000"
945,17/06/2016,GreytHR,Technology,Payroll & HR Software Developer,Private Equity,,"5,200,000"
946,17/06/2016,Duffl,eCommerce,Fashion Rental Marketplace,Seed Funding,,
947,17/06/2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Seed Funding,,
948,20/06/2016,Dipper,eCommerce,Freight Logistics Marketplace,Seed Funding,,
949,20/06/2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,Seed Funding,,
950,20/06/2016,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Seed Funding,,
951,21/06/2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Seed Funding,,"150,000"
952,21/06/2016,REstate,Consumer Internet,Real Estate Platform,Seed Funding,,
953,21/06/2016,Cleartrip,Consumer Internet,Online Travel Agency,Private Equity,,
954,21/06/2016,ProcMart,Consumer Internet,Online Procurement Marketplace,Private Equity,,
955,21/06/2016,Celerix,Technology,Fintech Product Development & Services Startup,Seed Funding,,"400,000"
956,21/06/2016,NatureNama,Consumer Internet,Online Outdoors & travel,Seed Funding,,"225,000"
957,21/06/2016,CyclopsMedtech,Technology,Medical Technology Provider,Seed Funding,,
958,21/06/2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Seed Funding,,"150,000"
959,21/06/2016,PrettySecrets,eCommerce,Women Lingerie Store,Private Equity,,"6,000,000"
960,22/06/2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Seed Funding,,"150,000"
961,23/06/2016,FarEye,Technology,Logistics Management Software,Private Equity,,"3,500,000"
962,23/06/2016,The Uolo,Consumer Internet,School Parent Communication App,Seed Funding,,"210,000"
963,23/06/2016,Staqu,Technology,Artificial Intelligence based search platform,Seed Funding,,
964,23/06/2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,Private Equity,,
965,24/06/2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Seed Funding,,"50,000"
966,24/06/2016,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Seed Funding,,
967,24/06/2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Seed Funding,,"500,000"
968,24/06/2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Private Equity,,"6,000,000"
969,24/06/2016,LEAP India,Others,Supply Chain Equipment & Services provider,Private Equity,,"3,000,000"
970,24/06/2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,Seed Funding,,"148,000"
971,27/06/2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Seed Funding,,"1,200,000"
972,27/06/2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Seed Funding,,"100,000"
973,27/06/2016,Voler Cars,Consumer Internet,Self-Driven Car rental platform,Seed Funding,,
974,27/06/2016,Travelyaari,Consumer Internet,Online ticket booking platform,Private Equity,,"3,000,000"
975,28/06/2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Private Equity,,"8,000,000"
976,28/06/2016,Locanix,Technology,GPS based SaaS Solutions,Seed Funding,,"300,000"
977,28/06/2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Private Equity,,"32,000,000"
978,28/06/2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,Seed Funding,,"295,000"
979,28/06/2016,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Seed Funding,,
980,28/06/2016,BlogBeats,Consumer Internet,Online Blogging Platform,Seed Funding,,
981,29/06/2016,LetReach,eCommerce,ECommerce SAAS Solutions,Private Equity,,"100,000"
982,29/06/2016,TrendieApp,Technology,Visual Content Marketing,Seed Funding,,"50,000"
983,29/06/2016,ImpactGuru,Consumer Internet,Crowdfunding Platform,Seed Funding,,
984,29/06/2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Private Equity,,"1,500,000"
985,30/06/2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Private Equity,,"25,000,000"
986,30/06/2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Seed Funding,,"220,000"
987,30/06/2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Private Equity,,
988,30/06/2016,Biryani Blues,Food & Beverage,QSR Chain,Private Equity,,"368,000"
989,1/5/2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Seed Funding,,
990,1/5/2016,Get My Parking,Technology,Parking Technology Platform,Seed Funding,,"376,000"
991,1/5/2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Seed Funding,,"145,000"
992,2/5/2016,Airwood,Technology,Agri Data & Analytics Platform,Seed Funding,,
993,3/5/2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Private Equity,,"50,000,000"
994,3/5/2016,iDreamCareer,Consumer Internet,Career Planning Services Portal,Private Equity,,
995,3/5/2016,Zwayam,Consumer Internet,Online Recruitment Platform,Seed Funding,,"250,000"
996,3/5/2016,BoiBanit,Consumer Internet,Online Food Delivery platform,Seed Funding,,
997,3/5/2016,Zuver,Consumer Internet,Car driver Discovery App,Seed Funding,,"180,000"
998,3/5/2016,Prepathon,Education,Competitive Exam learning platform,Private Equity,,
999,4/5/2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Seed Funding,,"200,000"
1000,4/5/2016,Lenskart,eCommerce,Eyewear & Accessories etailer,Private Equity,,"60,000,000"
1001,4/5/2016,Seclore,Technology,Enterprise Security Technology platform,Private Equity,,"12,000,000"
1002,4/5/2016,SolarTown,Technology,Solar Rooftop system installation company,Seed Funding,,"200,000"
1003,4/5/2016,Comarete,Technology,Telecom & Media IT services company,Seed Funding,,"200,000"
1004,4/5/2016,MyDentistChoice,eCommerce,Medical Supplies eTailer,Seed Funding,,"150,000"
1005,4/5/2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Seed Funding,,"500,000"
1006,4/5/2016,Affordplan,Technology,Affordable non-emergency medical service health plans,Seed Funding,,"500,000"
1007,4/5/2016,Indee,Consumer Internet,Web Video Streaming Platform,Seed Funding,,"500,000"
1008,5/5/2016,Unbxd,Technology,eCommerce product discovery software,Private Equity,,
1009,5/5/2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Seed Funding,,"375,000"
1010,6/5/2016,EduAce Services,Education,Education Workshops & mentoring programs,Private Equity,,"1,000,000"
1011,6/5/2016,Meesho,eCommerce,Social commerce platform,Seed Funding,,
1012,7/5/2016,Zebroads,Logistics,Logistics and Warehousing services,Seed Funding,,"75,000"
1013,9/5/2016,Locus,Technology,Logistics Intelligence platform,Private Equity,,"2,750,000"
1014,9/5/2016,Toko Innovations,Consumer Internet,Children’s Entertainment Portal,Seed Funding,,"450,000"
1015,9/5/2016,Rentickle,eCommerce,"Furniture, appliances Portal",Seed Funding,,"250,000"
1016,10/5/2016,HealthifyMe,Consumer Internet,Health & Fitness App,Private Equity,,"6,000,000"
1017,10/5/2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Private Equity,,"1,500,000"
1018,10/5/2016,InnoNano Research,Technology,Clean Water Technology,Private Equity,,"18,000,000"
1019,10/5/2016,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Seed Funding,,"1,500,000"
1020,10/5/2016,Swiggy,Consumer Internet,Food Delivery Platform,Private Equity,,"7,000,000"
1021,11/5/2016,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Private Equity,,"900,000"
1022,11/5/2016,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Private Equity,,
1023,11/5/2016,Fractal Analytics,Technology,Data Analytics Company,Private Equity,,"100,000,000"
1024,12/5/2016,Unacademy,Consumer Internet,Free Online Education Platform,Seed Funding,,"500,000"
1025,12/5/2016,Capital Float,Consumer Internet,Online Lending Platform,Private Equity,,"25,000,000"
1026,12/5/2016,Life Circle,Healthcare,Senior Healthcare Services,Private Equity,,"150,000"
1027,12/5/2016,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Seed Funding,,
1028,12/5/2016,ShabdNagari,Consumer Internet,Hindi social networking portal,Seed Funding,,
1029,12/5/2016,Galleri5,Consumer Internet,Visual Content Discovery platform,Seed Funding,,
1030,12/5/2016,Derbii,Logistics,Carpooling Services,Seed Funding,,
1031,13/5/2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Private Equity,,"13,500,000"
1032,13/5/2016,WoW Express,Logistics,E-Commerce Logistics Solutions,Private Equity,,"2,200,000"
1033,16/5/2016,Smartivity,eCommerce,Smart Learning products,Private Equity,,"1,000,000"
1034,16/5/2016,BedBathMore,Consumer Internet,Home Decor eMarketplace,Private Equity,,
1035,17/5/2016,Murgency,Consumer Internet,Medical Emergency Response App,Private Equity,,
1036,17/5/2016,Crownit,Consumer Internet,Mobile customer rewards management platform,Private Equity,,
1037,17/5/2016,Blinge,eCommerce,Apparel Rental platform,Seed Funding,,
1038,18/5/2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Seed Funding,,"250,000"
1039,18/5/2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Seed Funding,,"100,000"
1040,18/5/2016,Fundamentor,Education,Aptitude Development Program,Seed Funding,,
1041,18/5/2016,EduPristine,Education,Online Certification Courses,Private Equity,,"10,000,000"
1042,18/5/2016,BhiveWorkspace,Reality,Co-Working Spaces,Private Equity,,"1,000,000"
1043,18/5/2016,Parentlane,Consumer Internet,Parenting & Child Care app,Seed Funding,,
1044,19/5/2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Seed Funding,,"1,000,000"
1045,19/5/2016,Niki.ai,Technology,Artificial Intelligence Platform,Private Equity,,
1046,19/5/2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,Seed Funding,,"500,000"
1047,19/5/2016,Veqta,Consumer Internet,On Demand Digital Sports Network,Seed Funding,,"500,000"
1048,20/5/2016,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Seed Funding,,"300,000"
1049,23/5/2016,EduRev,Consumer Internet,Online Learning Platform,Seed Funding,,
1050,23/5/2016,Hoppingo,Consumer Internet,Fashion Discovery platform,Seed Funding,,"89,000"
1051,24/5/2016,Eatonomist,Consumer Internet,Food Delivery Platform,Seed Funding,,
1052,24/5/2016,Goalwise,Consumer Internet,Online investment platform,Seed Funding,,"1,000,000"
1053,25/5/2016,Roast,Consumer Internet,Mobile entertainment App,Seed Funding,,
1054,25/5/2016,Address Health,Healthcare,Pediatric Primary Healthcare Network,Private Equity,,"1,500,000"
1055,25/5/2016,Arcatron Mobility,Technology,Mobility Devices for differently abled,Seed Funding,,"100,000"
1056,25/5/2016,SheThePeople,Consumer Internet,Digital platform for Women,Seed Funding,,
1057,26/5/2016,Cleartax,Consumer Internet,Online Income Tax Filing platform,Private Equity,,"2,000,000"
1058,26/5/2016,Consure Medical,Healthcare,Medical Devices Kit manufacturer,Private Equity,,
1059,26/5/2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,Seed Funding,,"475,000"
1060,27/5/2016,Pianta,Consumer Internet,Online healthcare service discovery platform,Seed Funding,,
1061,30/5/2016,Vahanalytics,Technology,Safe driving Analytics platform,Seed Funding,,"200,000"
1062,31/5/2016,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,Seed Funding,,
1063,31/5/2016,Koovs,eCommerce,Apparel & Lifestyle eTailer,Private Equity,,"4,400,000"
1064,31/5/2016,CCavenue,Consumer Internet,Payment Gateway,Private Equity,,"8,900,000"
1065,31/5/2016,1mg,eCommerce,Online Pharmacy,Private Equity,,
1066,31/5/2016,Tpot,Food & Beverage,QSR Chain,Seed Funding,,
1067,31/5/2016,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Seed Funding,,"175,000"
1068,1/4/2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,Private Equity,,"2,700,000"
1069,1/4/2016,PicsDream,Consumer Internet,Online Marketplace for Photographers,Seed Funding,,
1070,1/4/2016,Process 9,Consumer Internet,online translation and transliteration,Seed Funding,,
1071,4/4/2016,Housing,Consumer Internet,Real Estate Portal,Private Equity,,
1072,4/4/2016,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Seed Funding,,
1073,4/4/2016,Hungama,Consumer Internet,Digital Media Entertainment Portal,Private Equity,,"25,000,000"
1074,4/4/2016,Highway Delite,Consumer Internet,Various Highway Help Services,Seed Funding,,
1075,5/4/2016,Cult Fitness,Healthcare,Healthcare training programs,Seed Funding,,
1076,5/4/2016,Haptik,Technology,Personal Assistant App,Private Equity,,
1077,5/4/2016,Servify,Consumer Internet,Gadget & Appliances Service App,Private Equity,,
1078,6/4/2016,Shipsy,Logistics,Logistics Solutions,Private Equity,,"1,000,000"
1079,6/4/2016,gear6,Consumer Internet,Online bike service and repairs platform,Seed Funding,,"500,000"
1080,6/4/2016,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Private Equity,,"6,000,000"
1081,6/4/2016,Petoo,Consumer Internet,Online Food Delivery Platform,Private Equity,,"1,000,000"
1082,7/4/2016,Truly Social,Consumer Internet,Mobile Gaming Studio,Private Equity,,
1083,8/4/2016,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",Seed Funding,,
1084,8/4/2016,Vahan,Education,Mobile Education Platform,Seed Funding,,
1085,8/4/2016,imedilane,Consumer Internet,Online Health Diagnosis platform,Seed Funding,,"40,000"
1086,11/4/2016,Living Local,Consumer Internet,Social discovery platform,Seed Funding,,"200,000"
1087,11/4/2016,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,Seed Funding,,
1088,11/4/2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,Private Equity,,"100,000,000"
1089,11/4/2016,PriceRaja,Consumer Internet,Price Comparison Portal,Seed Funding,,"300,000"
1090,12/4/2016,MagicX,Consumer Internet,On-Demand Task Management App,Seed Funding,,"1,000,000"
1091,12/4/2016,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Seed Funding,,
1092,12/4/2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Seed Funding,,
1093,12/4/2016,Indi.com,Consumer Internet,Video Social Network,Seed Funding,,
1094,13/04/2016,Legalraasta,Consumer Internet,Online legal Services for Startups,Seed Funding,,"1,000,000"
1095,13/04/2016,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Seed Funding,,"150,000"
1096,13/04/2016,Hippily,eCommerce,Fashion ECommerce App,Seed Funding,,"250,000"
1097,13/04/2016,kredX,eCommerce,Invoice discounting  Marketplace,Seed Funding,,"750,000"
1098,14/04/2016,Wedwise,Consumer Internet,Wedding related services community,Seed Funding,,
1099,14/04/2016,BeaconsTalk,Technology,contextual mobile advertising,Seed Funding,,"100,000"
1100,15/04/2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Seed Funding,,
1101,15/04/2016,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,Seed Funding,,"1,000,000"
1102,15/04/2016,Blue Box Media,Consumer Internet,Online Tech Portals,Seed Funding,,
1103,15/04/2016,Vyomo,Consumer Internet,On-Demand Beauty Service provider,Private Equity,,"15,000,000"
1104,15/04/2016,Organicshop,eCommerce,Marketplace for organic products,Seed Funding,,
1105,15/04/2016,MInd Your Fleet,Consumer Internet,Car Rental Software,Seed Funding,,
1106,15/04/2016,NestAway,Consumer Internet,Furnished Home Rental Platform,Private Equity,,"30,000,000"
1107,15/04/2016,Tapchief,Consumer Internet,Expert Advice Platform,Seed Funding,,"150,000"
1108,18/04/2016,Rapido,Consumer Internet,Bike Aggregator App,Private Equity,,
1109,18/04/2016,Yufta,eCommerce,Women’s Fashion ECommerce Portal,Seed Funding,,
1110,18/04/2016,Smytten,eCommerce,Online Discovery and Shopping Platform,Seed Funding,,
1111,18/04/2016,Houssup,Consumer Internet,interior design and home furnishing portal,Seed Funding,,
1112,18/04/2016,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Private Equity,,"10,000,000"
1113,18/04/2016,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Seed Funding,,
1114,19/04/2016,Betaout,eCommerce,customer intelligence and marketing automation platform,Private Equity,,"1,500,000"
1115,19/04/2016,DriversCart,Consumer Internet,on-demand chauffeur provider,Seed Funding,,"450,000"
1116,19/04/2016,LensKart,eCommerce,Eyewear etailing platform,Private Equity,,
1117,19/04/2016,CollegeDekho,Consumer Internet,College & Student information platform,Private Equity,,"2,000,000"
